年,月,日,泾川 ,红河 ,毛家河 
1993,12,20,2.67,0.49,1.24
1993,12,21,4.17,0.47,3.39
1993,12,22,4.28,0.47,3.55
1993,12,23,4.28,0.47,3.55
1993,12,24,4.28,0.47,3.55
1993,12,25,4.28,0.47,3.55
1993,12,26,4.28,0.47,3.55
1993,12,27,4.28,0.47,3.55
1993,12,28,4.28,0.47,3.55
1993,12,29,4.28,0.47,3.55
1993,12,30,4.28,0.47,3.55
1993,12,31,4.28,0.47,3.55
1994,1,1,3.65,0.42,0.36
1994,1,2,3.65,0.42,0.36
1994,1,3,3.65,0.42,0.36
1994,1,4,3.65,0.42,0.36
1994,1,5,3.65,0.42,0.36
1994,1,6,3.65,0.42,0.36
1994,1,7,3.65,0.42,0.36
1994,1,8,3.65,0.42,0.36
1994,1,9,3.65,0.42,0.36
1994,1,10,3.48,0.47,0.72
1994,1,11,2.93,0.64,1.9
1994,1,12,2.89,0.65,1.99
1994,1,13,2.89,0.65,1.99
1994,1,14,2.89,0.65,1.99
1994,1,15,2.89,0.65,1.99
1994,1,16,2.89,0.65,1.99
1994,1,17,2.89,0.65,1.99
1994,1,18,2.89,0.65,1.99
1994,1,19,2.89,0.65,1.99
1994,1,20,2.61,0.65,1.81
1994,1,21,1.68,0.66,1.21
1994,1,22,1.61,0.66,1.16
1994,1,23,1.61,0.66,1.16
1994,1,24,1.61,0.66,1.16
1994,1,25,1.61,0.66,1.16
1994,1,26,1.61,0.66,1.16
1994,1,27,1.61,0.66,1.16
1994,1,28,1.61,0.66,1.16
1994,1,29,1.61,0.66,1.16
1994,1,30,1.61,0.66,1.16
1994,1,31,2.21,0.65,1.21
1994,2,1,4.17,0.63,1.39
1994,2,2,4.32,0.63,1.4
1994,2,3,4.32,0.63,1.4
1994,2,4,4.32,0.63,1.4
1994,2,5,4.32,0.63,1.4
1994,2,6,4.32,0.63,1.4
1994,2,7,4.32,0.63,1.4
1994,2,8,4.32,0.63,1.4
1994,2,9,4.32,0.63,1.4
1994,2,10,4.13,0.74,1.36
1994,2,11,3.53,1.08,1.22
1994,2,12,3.48,1.11,1.21
1994,2,13,3.48,1.11,1.21
1994,2,14,3.48,1.11,1.21
1994,2,15,3.48,1.11,1.21
1994,2,16,3.48,1.11,1.21
1994,2,17,3.48,1.11,1.21
1994,2,18,3.48,1.11,1.21
1994,2,19,3.48,1.11,1.21
1994,2,20,3.54,1.11,1.03
1994,2,21,3.75,1.09,0.46
1994,2,22,3.76,1.09,0.42
1994,2,23,3.76,1.09,0.42
1994,2,24,3.76,1.09,0.42
1994,2,25,3.76,1.09,0.42
1994,2,26,3.76,1.09,0.42
1994,2,27,3.76,1.09,0.42
1994,2,28,4.31,1.08,1.67
1994,3,1,6.1,1.04,5.72
1994,3,2,6.24,1.04,6.03
1994,3,3,6.24,1.04,6.03
1994,3,4,6.24,1.04,6.03
1994,3,5,6.24,1.04,6.03
1994,3,6,6.24,1.04,6.03
1994,3,7,6.24,1.04,6.03
1994,3,8,6.24,1.04,6.03
1994,3,9,6.24,1.04,6.03
1994,3,10,6,1.09,5.78
1994,3,11,5.21,1.27,4.96
1994,3,12,5.15,1.28,4.9
1994,3,13,5.15,1.28,4.9
1994,3,14,5.15,1.28,4.9
1994,3,15,5.15,1.28,4.9
1994,3,16,5.15,1.28,4.9
1994,3,17,5.15,1.28,4.9
1994,3,18,5.15,1.28,4.9
1994,3,19,5.15,1.28,4.9
1994,3,20,4.93,1.17,4.67
1994,3,21,4.2,0.83,3.92
1994,3,22,4.14,0.8,3.86
1994,3,23,4.14,0.8,3.86
1994,3,24,4.14,0.8,3.86
1994,3,25,4.14,0.8,3.86
1994,3,26,4.14,0.8,3.86
1994,3,27,4.14,0.8,3.86
1994,3,28,4.14,0.8,3.86
1994,3,29,4.14,0.8,3.86
1994,3,30,4.14,0.8,3.86
1994,3,31,4.14,0.8,3.86
1994,4,1,3.34,0.76,5.5
1994,4,2,3.72,0.76,4.75
1994,4,3,3.57,0.76,4.45
1994,4,4,3.57,0.76,4.45
1994,4,5,3.21,0.76,4.45
1994,4,6,2.57,0.76,4.3
1994,4,7,1.97,0.76,3.41
1994,4,8,2.36,0.76,2.9
1994,4,9,3.47,0.77,4.82
1994,4,10,3.62,1.17,5.14
1994,4,11,5.43,1.22,4.95
1994,4,12,5.03,1.07,4.8
1994,4,13,3.14,1.05,3.33
1994,4,14,2.04,0.91,2.94
1994,4,15,2.05,0.73,3.47
1994,4,16,1.55,0.64,5.13
1994,4,17,1.76,0.64,6.82
1994,4,18,2.33,0.88,5.06
1994,4,19,8.09,4.37,8.56
1994,4,20,9,3.48,8.15
1994,4,21,7.11,2.76,6.97
1994,4,22,6.55,1.98,5.25
1994,4,23,6.6,1.45,3.84
1994,4,24,8.17,1.02,4.66
1994,4,25,8.68,0.63,5.51
1994,4,26,8.32,0.42,5.55
1994,4,27,7.03,0.29,4.27
1994,4,28,6.53,0.24,3.84
1994,4,29,6.04,0.22,2.95
1994,4,30,6,0.22,3.36
1994,5,1,6.25,0.22,3.35
1994,5,2,5.97,0.22,3.44
1994,5,3,5.51,0.22,2.4
1994,5,4,5.45,0.22,3.16
1994,5,5,5.45,0.22,3.57
1994,5,6,5.42,0.22,3.54
1994,5,7,3.69,0.22,3.72
1994,5,8,2.1,0.22,3.32
1994,5,9,0.84,0.22,3.14
1994,5,10,0.48,0.22,3.2
1994,5,11,0.54,0.2,3.61
1994,5,12,0.58,0.2,4.79
1994,5,13,1.06,0.2,3.35
1994,5,14,1.48,0.2,2.88
1994,5,15,1.4,0.2,2.68
1994,5,16,1.03,0.2,2.42
1994,5,17,0.82,0.2,2.39
1994,5,18,0.26,0.2,2.01
1994,5,19,0.066,0.2,2.33
1994,5,20,0.062,0.2,2.13
1994,5,21,0.062,0.2,2.87
1994,5,22,0.062,0.2,2.65
1994,5,23,0.062,0.22,2.28
1994,5,24,0.062,0.59,1.55
1994,5,25,0.062,0.28,2.1
1994,5,26,0.062,0.2,0.45
1994,5,27,0.045,0.2,0.2
1994,5,28,0.051,0.2,0.89
1994,5,29,0.054,0.2,1.68
1994,5,30,0.043,0.2,1.98
1994,5,31,0.043,0.2,1.98
1994,6,1,0.043,0.2,1.18
1994,6,2,0.043,0.2,1.62
1994,6,3,0.043,0.2,1.42
1994,6,4,0.043,0.2,1.47
1994,6,5,0.051,0.2,0.79
1994,6,6,0.24,0.2,1.42
1994,6,7,3.29,0.38,2.29
1994,6,8,3.95,0.45,1.51
1994,6,9,2.14,0.3,1.13
1994,6,10,1.07,0.25,2.42
1994,6,11,0.62,0.22,14.8
1994,6,12,5.69,0.2,11.1
1994,6,13,3.35,0.2,17.8
1994,6,14,3.18,0.3,2.07
1994,6,15,7.2,0.34,4.75
1994,6,16,14,3.58,6.7
1994,6,17,8.54,3.24,5.9
1994,6,18,5.96,1.35,4.93
1994,6,19,4.98,0.61,4.18
1994,6,20,5.2,0.33,3.61
1994,6,21,5.17,0.24,3.26
1994,6,22,8.21,2.31,36.1
1994,6,23,7.25,0.67,33.7
1994,6,24,31.9,3.09,15.3
1994,6,25,57.9,6.77,19.3
1994,6,26,12.8,1.32,9.64
1994,6,27,8.09,0.86,5.23
1994,6,28,8.96,0.69,3.76
1994,6,29,60.6,4.11,16.6
1994,6,30,12.9,2.25,15.7
1994,7,1,9.01,0.65,10.5
1994,7,2,9.61,0.33,3.97
1994,7,3,8.32,0.29,13.6
1994,7,4,7.63,0.25,7.39
1994,7,5,6.36,0.24,4.53
1994,7,6,6.4,1.6,4.55
1994,7,7,53.4,3.12,167
1994,7,8,15.4,2.57,90.4
1994,7,9,12.1,2.56,38.5
1994,7,10,12.3,2.45,59.7
1994,7,11,10.5,1.19,12.7
1994,7,12,9.95,0.81,10.8
1994,7,13,11.7,0.52,7.05
1994,7,14,9.44,0.37,5.8
1994,7,15,8.43,0.29,10.7
1994,7,16,8.09,0.24,7
1994,7,17,7.75,0.22,4.25
1994,7,18,7.5,0.22,4.3
1994,7,19,8.95,0.2,10.7
1994,7,20,32.6,15.7,76.6
1994,7,21,9.53,4.03,24.9
1994,7,22,6.96,1.15,8.57
1994,7,23,9.52,0.45,20.6
1994,7,24,8.51,0.32,6.19
1994,7,25,6.69,0.29,3.56
1994,7,26,5.9,0.29,24.5
1994,7,27,6.73,0.24,20.4
1994,7,28,5.45,0.22,5.43
1994,7,29,3.7,0.22,3.5
1994,7,30,1.9,0.22,2.77
1994,7,31,0.55,0.22,2.06
1994,8,1,0.2,0.2,1.72
1994,8,2,0.13,0.2,1.72
1994,8,3,0.11,0.2,1.33
1994,8,4,0.13,0.2,2.96
1994,8,5,11.8,0.2,5.79
1994,8,6,20.8,12.2,111
1994,8,7,10.4,2.61,68.3
1994,8,8,15.4,7.98,6.78
1994,8,9,6.73,2.31,5.64
1994,8,10,6.05,0.69,9.15
1994,8,11,7.84,0.51,12.8
1994,8,12,5.42,1.91,3.67
1994,8,13,4.51,1.21,3.58
1994,8,14,4.1,0.6,3.27
1994,8,15,3.78,0.37,2.98
1994,8,16,3.51,0.28,3.24
1994,8,17,0.87,0.22,3.48
1994,8,18,0.24,0.22,3.63
1994,8,19,0.5,0.2,3.76
1994,8,20,0.25,0.21,3.91
1994,8,21,5.35,0.41,6.65
1994,8,22,3.88,0.32,4.93
1994,8,23,2.63,0.27,4.03
1994,8,24,2.26,0.22,3.16
1994,8,25,4.53,0.2,3.23
1994,8,26,17.4,2.61,20.6
1994,8,27,5.62,2.34,8.28
1994,8,28,2.89,1.28,2.41
1994,8,29,1.99,0.81,1.64
1994,8,30,1.6,0.49,0.94
1994,8,31,1.75,0.32,0.59
1994,9,1,0.59,0.21,0.86
1994,9,2,0.6,0.2,1.76
1994,9,3,0.51,0.2,1.38
1994,9,4,6.4,0.2,2.93
1994,9,5,1.35,0.2,1.71
1994,9,6,0.48,0.2,2.26
1994,9,7,0.11,0.2,2.88
1994,9,8,0.082,0.2,2.76
1994,9,9,1.34,0.2,3.35
1994,9,10,1.92,0.2,3.08
1994,9,11,0.86,0.2,2.81
1994,9,12,0.99,0.2,2.82
1994,9,13,0.86,0.2,2.77
1994,9,14,0.9,0.2,2.62
1994,9,15,1.84,0.2,2.68
1994,9,16,1.55,0.2,3.09
1994,9,17,1.05,0.2,2.92
1994,9,18,1.02,0.2,3.11
1994,9,19,0.85,0.2,2.98
1994,9,20,1.22,0.2,2.92
1994,9,21,1.46,0.2,2.59
1994,9,22,1.4,0.2,2.98
1994,9,23,0.89,0.2,2.68
1994,9,24,1.19,0.2,2.78
1994,9,25,1.07,0.2,2.73
1994,9,26,0.91,0.2,2.62
1994,9,27,0.88,0.2,1.53
1994,9,28,1.01,0.2,1.14
1994,9,29,1.01,0.2,1.18
1994,9,30,1.01,0.2,1.15
1994,10,1,1.01,0.2,1.15
1994,10,2,0.93,0.2,0.86
1994,10,3,0.81,0.21,1.26
1994,10,4,0.73,0.2,1.93
1994,10,5,0.59,0.2,2.88
1994,10,6,0.69,0.2,2.95
1994,10,7,1,0.2,2.92
1994,10,8,1.13,0.2,3.13
1994,10,9,1.12,0.2,2.98
1994,10,10,1.11,0.2,2.83
1994,10,11,1.16,0.2,2.6
1994,10,12,1.12,0.2,0.95
1994,10,13,1.01,0.2,1.19
1994,10,14,1.13,0.2,3.26
1994,10,15,1.74,0.21,3.63
1994,10,16,12.5,0.48,7.66
1994,10,17,11.5,0.58,5.9
1994,10,18,9.23,0.4,5.61
1994,10,19,6.99,0.32,5.52
1994,10,20,5.13,0.29,4.3
1994,10,21,4.15,0.29,3.7
1994,10,22,3.98,0.26,3.39
1994,10,23,4.85,0.24,3.69
1994,10,24,4.51,0.22,3.57
1994,10,25,4.45,0.22,3.19
1994,10,26,4.45,0.22,3.72
1994,10,27,4.26,0.22,3.36
1994,10,28,4,0.2,3.4
1994,10,29,4,0.2,2.87
1994,10,30,4,0.2,3.25
1994,10,31,4,0.2,3.24
1994,11,1,3.31,0.45,4.41
1994,11,2,3.31,0.45,4.41
1994,11,3,3.31,0.45,4.41
1994,11,4,3.31,0.45,4.41
1994,11,5,3.31,0.45,4.41
1994,11,6,3.31,0.45,4.41
1994,11,7,3.31,0.45,4.41
1994,11,8,3.31,0.45,4.41
1994,11,9,3.31,0.45,4.41
1994,11,10,3.42,0.43,4.25
1994,11,11,3.79,0.38,3.73
1994,11,12,3.82,0.38,3.69
1994,11,13,3.82,0.38,3.69
1994,11,14,3.82,0.38,3.69
1994,11,15,3.82,0.38,3.69
1994,11,16,3.82,0.38,3.69
1994,11,17,3.82,0.38,3.69
1994,11,18,3.82,0.38,3.69
1994,11,19,3.82,0.38,3.69
1994,11,20,3.54,0.4,3.5
1994,11,21,2.64,0.47,2.9
1994,11,22,2.57,0.47,2.85
1994,11,23,2.57,0.47,2.85
1994,11,24,2.57,0.47,2.85
1994,11,25,2.57,0.47,2.85
1994,11,26,2.57,0.47,2.85
1994,11,27,2.57,0.47,2.85
1994,11,28,2.57,0.47,2.85
1994,11,29,2.57,0.47,2.85
1994,11,30,2.48,0.45,2.47
1994,12,1,2.19,0.4,1.25
1994,12,2,2.17,0.4,1.15
1994,12,3,2.17,0.4,1.15
1994,12,4,2.17,0.4,1.15
1994,12,5,2.17,0.4,1.15
1994,12,6,2.17,0.4,1.15
1994,12,7,2.17,0.4,1.15
1994,12,8,2.17,0.4,1.15
1994,12,9,2.17,0.4,1.15
1994,12,10,2.42,0.42,1.14
1994,12,11,3.23,0.47,1.12
1994,12,12,3.29,0.47,1.12
1994,12,13,3.29,0.47,1.12
1994,12,14,3.29,0.47,1.12
1994,12,15,3.29,0.47,1.12
1994,12,16,3.29,0.47,1.12
1994,12,17,3.29,0.47,1.12
1994,12,18,3.29,0.47,1.12
1994,12,19,3.29,0.47,1.12
1994,12,20,3.12,0.47,1.58
1994,12,21,2.58,0.49,3.09
1994,12,22,2.54,0.49,3.21
1994,12,23,2.54,0.49,3.21
1994,12,24,2.54,0.49,3.21
1994,12,25,2.54,0.49,3.21
1994,12,26,2.54,0.49,3.21
1994,12,27,2.54,0.49,3.21
1994,12,28,2.54,0.49,3.21
1994,12,29,2.54,0.49,3.21
1994,12,30,2.54,0.49,3.21
1994,12,31,2.54,0.49,3.21
1995,1,1,1.78,0.54,3.1
1995,1,2,1.78,0.54,3.1
1995,1,3,1.78,0.54,3.1
1995,1,4,1.78,0.54,3.1
1995,1,5,1.78,0.54,3.1
1995,1,6,1.78,0.54,3.1
1995,1,7,1.78,0.54,3.1
1995,1,8,1.78,0.54,3.1
1995,1,9,1.78,0.54,3.1
1995,1,10,2.06,0.551,2.54
1995,1,11,2.98,0.587,0.738
1995,1,12,3.05,0.59,0.6
1995,1,13,3.05,0.59,0.6
1995,1,14,3.05,0.59,0.6
1995,1,15,3.05,0.59,0.6
1995,1,16,3.05,0.59,0.6
1995,1,17,3.05,0.59,0.6
1995,1,18,3.05,0.59,0.6
1995,1,19,3.05,0.59,0.6
1995,1,20,2.84,0.608,0.803
1995,1,21,2.17,0.666,1.46
1995,1,22,2.12,0.67,1.51
1995,1,23,2.12,0.67,1.51
1995,1,24,2.12,0.67,1.51
1995,1,25,2.12,0.67,1.51
1995,1,26,2.12,0.67,1.51
1995,1,27,2.12,0.67,1.51
1995,1,28,2.12,0.67,1.51
1995,1,29,2.12,0.67,1.51
1995,1,30,2.12,0.67,1.51
1995,1,31,2.35,0.668,1.44
1995,2,1,3.08,0.661,1.21
1995,2,2,3.14,0.66,1.19
1995,2,3,3.14,0.66,1.19
1995,2,4,3.14,0.66,1.19
1995,2,5,3.14,0.66,1.19
1995,2,6,3.14,0.66,1.19
1995,2,7,3.14,0.66,1.19
1995,2,8,3.14,0.66,1.19
1995,2,9,3.14,0.66,1.19
1995,2,10,3.17,0.56,1.39
1995,2,11,3.27,0.235,2.05
1995,2,12,3.28,0.21,2.1
1995,2,13,3.28,0.21,2.1
1995,2,14,3.28,0.21,2.1
1995,2,15,3.28,0.21,2.1
1995,2,16,3.28,0.21,2.1
1995,2,17,3.28,0.21,2.1
1995,2,18,3.28,0.21,2.1
1995,2,19,3.28,0.21,2.1
1995,2,20,3.62,0.214,2.37
1995,2,21,4.71,0.229,3.26
1995,2,22,4.79,0.23,3.33
1995,2,23,4.79,0.23,3.33
1995,2,24,4.79,0.23,3.33
1995,2,25,4.79,0.23,3.33
1995,2,26,4.79,0.23,3.33
1995,2,27,4.79,0.23,3.33
1995,2,28,4.21,0.217,3.3
1995,3,1,2.31,0.173,3.21
1995,3,2,2.16,0.17,3.2
1995,3,3,2.16,0.17,3.2
1995,3,4,2.16,0.17,3.2
1995,3,5,2.16,0.17,3.2
1995,3,6,2.16,0.17,3.2
1995,3,7,2.16,0.17,3.2
1995,3,8,2.16,0.17,3.2
1995,3,9,2.16,0.17,3.2
1995,3,10,2.07,0.168,3.28
1995,3,11,1.79,0.16,3.55
1995,3,12,1.77,0.16,3.57
1995,3,13,1.77,0.16,3.57
1995,3,14,1.77,0.16,3.57
1995,3,15,1.77,0.16,3.57
1995,3,16,1.77,0.16,3.57
1995,3,17,1.77,0.16,3.57
1995,3,18,1.77,0.16,3.57
1995,3,19,1.77,0.16,3.57
1995,3,20,1.48,0.164,3.45
1995,3,21,0.552,0.179,3.07
1995,3,22,0.48,0.18,3.04
1995,3,23,0.48,0.18,3.04
1995,3,24,0.48,0.18,3.04
1995,3,25,0.48,0.18,3.04
1995,3,26,0.48,0.18,3.04
1995,3,27,0.48,0.18,3.04
1995,3,28,0.48,0.18,3.04
1995,3,29,0.48,0.18,3.04
1995,3,30,0.48,0.18,3.04
1995,3,31,0.48,0.18,3.04
1995,4,1,0.408,0.23,3.92
1995,4,2,0.5,0.23,4.11
1995,4,3,0.903,0.23,3.69
1995,4,4,0.449,0.23,3.21
1995,4,5,0.31,0.23,3.2
1995,4,6,0.325,0.23,2.86
1995,4,7,0.39,0.23,3.11
1995,4,8,0.39,0.23,2.23
1995,4,9,0.39,0.23,2.63
1995,4,10,0.355,0.23,2.93
1995,4,11,0.248,0.23,2.51
1995,4,12,0.24,0.23,2.17
1995,4,13,0.24,0.209,2.48
1995,4,14,0.24,0.18,2.54
1995,4,15,0.215,0.18,2.37
1995,4,16,0.197,0.18,2.23
1995,4,17,0.269,0.18,2.42
1995,4,18,0.31,0.18,0.9
1995,4,19,0.31,0.18,0.219
1995,4,20,0.312,0.18,1.03
1995,4,21,0.388,0.18,0.528
1995,4,22,0.815,0.18,0.733
1995,4,23,1.4,0.18,1.12
1995,4,24,1.32,0.18,1.61
1995,4,25,1.45,0.179,1.35
1995,4,26,2.73,0.136,1.4
1995,4,27,2.35,0.13,2.16
1995,4,28,2.34,0.13,1.12
1995,4,29,2.08,0.13,1.39
1995,4,30,1.81,0.13,1
1995,5,1,1.67,0.13,1.29
1995,5,2,1.26,0.13,0.49
1995,5,3,1.11,0.13,1.58
1995,5,4,0.937,0.13,1.75
1995,5,5,0.704,0.13,1.59
1995,5,6,0.262,0.13,2.12
1995,5,7,0.19,0.13,2.05
1995,5,8,0.085,0.13,1.72
1995,5,9,0.066,0.13,0.508
1995,5,10,0.065,0.13,0.685
1995,5,11,0.069,0.13,1.98
1995,5,12,0.062,0.13,2.09
1995,5,13,0.088,0.13,1.95
1995,5,14,0.061,0.13,0.589
1995,5,15,0.074,0.13,0.476
1995,5,16,0.049,0.224,0.28
1995,5,17,0.075,0.32,0.941
1995,5,18,0.078,0.237,1.53
1995,5,19,0.078,0.23,1
1995,5,20,0.078,0.23,1.07
1995,5,21,0.07,0.23,1.76
1995,5,22,0.05,0.23,1.76
1995,5,23,0.037,0.23,1.76
1995,5,24,0.033,0.23,1.13
1995,5,25,0.033,0.209,1.57
1995,5,26,0.032,0.18,0.847
1995,5,27,0.031,0.179,0.193
1995,5,28,0.032,0.136,0.816
1995,5,29,0.031,0.13,1.71
1995,5,30,0.031,0.13,2.76
1995,5,31,0.031,0.13,1.26
1995,6,1,0.03,1.18,0.199
1995,6,2,0.029,0.494,0.054
1995,6,3,0.027,0.262,1.72
1995,6,4,0.024,0.184,1.93
1995,6,5,0.024,0.136,2.18
1995,6,6,23.7,3.58,3.2
1995,6,7,2.91,1.56,8.56
1995,6,8,1.01,0.795,5.52
1995,6,9,0.191,0.339,4.56
1995,6,10,0.107,0.264,2.48
1995,6,11,0.062,0.184,1.96
1995,6,12,0.062,0.136,0.457
1995,6,13,0.085,0.13,2.64
1995,6,14,0.182,0.13,2.94
1995,6,15,0.172,0.13,3.53
1995,6,16,0.21,0.13,2.77
1995,6,17,0.143,0.13,3.1
1995,6,18,0.128,0.13,4.37
1995,6,19,0.114,0.129,2.77
1995,6,20,0.081,0.093,1.89
1995,6,21,0.05,0.088,1.11
1995,6,22,0.077,0.087,2.19
1995,6,23,0.048,0.048,2.39
1995,6,24,0.048,0.043,2.17
1995,6,25,0.027,0.043,2.59
1995,6,26,0.03,0.043,2.36
1995,6,27,0.034,0.043,1.89
1995,6,28,0.032,0.043,1.22
1995,6,29,0.042,0.043,0.278
1995,6,30,0.042,0.043,1.45
1995,7,1,0.029,0.036,2.09
1995,7,2,0.028,0,1.09
1995,7,3,0.028,0,0.156
1995,7,4,0.028,0,1.74
1995,7,5,0.02,0,1.35
1995,7,6,0.006,0,1
1995,7,7,0.002,0,1.33
1995,7,8,0.001,0,0.322
1995,7,9,0.001,0,1.23
1995,7,10,0.014,0.107,2.77
1995,7,11,0.036,0.093,2.58
1995,7,12,0.011,1.23,1.88
1995,7,13,4.39,0.524,5.92
1995,7,14,0.347,0.323,35.1
1995,7,15,0.102,0.237,17.5
1995,7,16,0.04,0.23,12.4
1995,7,17,0.061,0.229,10.5
1995,7,18,0.096,0.186,8.55
1995,7,19,0.628,0.18,7.91
1995,7,20,32.7,0.159,28.6
1995,7,21,3.08,0.13,13.3
1995,7,22,1.62,0.13,14.4
1995,7,23,1.51,0.13,8.73
1995,7,24,0.693,0.129,7.57
1995,7,25,0.46,0.091,9.01
1995,7,26,0.217,0.048,7.5
1995,7,27,0.112,0.043,7.1
1995,7,28,0.062,0.043,6.58
1995,7,29,0.048,0.043,6.43
1995,7,30,0.502,0.276,14.3
1995,7,31,1.24,7.74,6.8
1995,8,1,17.9,11.6,20.1
1995,8,2,2.04,2.34,12.5
1995,8,3,0.69,0.68,7.39
1995,8,4,0.287,0.361,7.28
1995,8,5,18.6,22.2,76.9
1995,8,6,28.6,21.8,280
1995,8,7,6.77,3.63,80.3
1995,8,8,3.16,0.95,9.26
1995,8,9,1.89,0.645,5.84
1995,8,10,1.87,0.499,6.33
1995,8,11,4.31,0.447,8.45
1995,8,12,4.07,0.352,7.75
1995,8,13,4.62,0.318,7.29
1995,8,14,3.6,0.237,7.41
1995,8,15,3.37,3.09,7.29
1995,8,16,10.3,0.956,17.1
1995,8,17,20,0.481,68.5
1995,8,18,10.3,0.323,15.2
1995,8,19,3.43,0.237,10.4
1995,8,20,10.7,0.23,7.77
1995,8,21,18.3,2.73,11.8
1995,8,22,16.1,1.75,31.4
1995,8,23,11.9,0.516,14.7
1995,8,24,14.8,0.397,9.09
1995,8,25,11.6,0.368,7.43
1995,8,26,10.8,0.271,7.14
1995,8,27,11.6,0.23,6.87
1995,8,28,39.4,13.2,61.1
1995,8,29,68,28.8,328
1995,8,30,17.3,3.3,72.3
1995,8,31,28.4,0.786,22.8
1995,9,1,17.2,0.53,10.1
1995,9,2,16,0.456,8.75
1995,9,3,13.9,0.397,7.78
1995,9,4,15.3,0.389,7.28
1995,9,5,16.7,0.347,6.84
1995,9,6,17.1,0.383,6.8
1995,9,7,17.5,0.344,7.17
1995,9,8,16.8,0.294,6.64
1995,9,9,13,0.237,7.34
1995,9,10,10.3,0.23,7.33
1995,9,11,10.3,0.23,6.84
1995,9,12,9.73,0.209,6.79
1995,9,13,8.59,0.18,6.28
1995,9,14,8.02,0.18,5.26
1995,9,15,7.03,0.183,5.31
1995,9,16,6.44,0.276,3.08
1995,9,17,5.31,0.237,6.9
1995,9,18,5.33,0.23,2.87
1995,9,19,5.35,0.23,6.76
1995,9,20,6.54,0.229,10.2
1995,9,21,4.54,0.186,5.25
1995,9,22,3.94,0.18,1.58
1995,9,23,3.65,0.179,0.922
1995,9,24,3.57,0.136,0.972
1995,9,25,3.53,0.13,1.46
1995,9,26,3.47,0.13,0.337
1995,9,27,3.38,0.13,0.911
1995,9,28,3.21,0.13,0.829
1995,9,29,3.18,0.13,1.14
1995,9,30,3.02,0.13,0.584
1995,10,1,4.26,0.133,0.777
1995,10,2,6.53,0.219,0.979
1995,10,3,4.37,0.209,2.62
1995,10,4,3.59,0.18,3.95
1995,10,5,3.45,0.18,3.72
1995,10,6,3.77,0.179,3.89
1995,10,7,3.62,0.136,3.84
1995,10,8,3.38,0.13,3.78
1995,10,9,3.28,0.13,3.11
1995,10,10,3.28,0.13,4.29
1995,10,11,3.27,0.13,5.86
1995,10,12,3.01,0.13,4
1995,10,13,2.97,0.13,3.83
1995,10,14,2.97,0.13,3.08
1995,10,15,2.97,0.13,3.65
1995,10,16,2.97,0.13,3.79
1995,10,17,2.97,0.13,2.96
1995,10,18,2.97,0.13,1.29
1995,10,19,3.03,0.13,2.19
1995,10,20,4.48,0.13,1.95
1995,10,21,3.73,0.154,1.98
1995,10,22,3.48,0.304,2.17
1995,10,23,6.81,0.498,3.28
1995,10,24,6.35,0.458,5.16
1995,10,25,3.74,0.425,2.55
1995,10,26,3.65,0.39,0.835
1995,10,27,3.57,0.39,1.1
1995,10,28,3.38,0.39,2.13
1995,10,29,3.28,0.369,2.56
1995,10,30,3.28,0.34,2.79
1995,10,31,3.28,0.34,3.1
1995,11,1,3.48,0.69,2.97
1995,11,2,3.48,0.69,2.97
1995,11,3,3.48,0.69,2.97
1995,11,4,3.48,0.69,2.97
1995,11,5,3.48,0.69,2.97
1995,11,6,3.48,0.69,2.97
1995,11,7,3.48,0.69,2.97
1995,11,8,3.48,0.69,2.97
1995,11,9,3.48,0.69,2.97
1995,11,10,2.82,0.683,2.52
1995,11,11,0.685,0.662,1.05
1995,11,12,0.52,0.66,0.94
1995,11,13,0.52,0.66,0.94
1995,11,14,0.52,0.66,0.94
1995,11,15,0.52,0.66,0.94
1995,11,16,0.52,0.66,0.94
1995,11,17,0.52,0.66,0.94
1995,11,18,0.52,0.66,0.94
1995,11,19,0.52,0.66,0.94
1995,11,20,0.444,0.622,1.52
1995,11,21,0.199,0.5,3.39
1995,11,22,0.18,0.49,3.53
1995,11,23,0.18,0.49,3.53
1995,11,24,0.18,0.49,3.53
1995,11,25,0.18,0.49,3.53
1995,11,26,0.18,0.49,3.53
1995,11,27,0.18,0.49,3.53
1995,11,28,0.18,0.49,3.53
1995,11,29,0.18,0.49,3.53
1995,11,30,0.207,0.481,3.61
1995,12,1,0.293,0.452,3.88
1995,12,2,0.3,0.45,3.9
1995,12,3,0.3,0.45,3.9
1995,12,4,0.3,0.45,3.9
1995,12,5,0.3,0.45,3.9
1995,12,6,0.3,0.45,3.9
1995,12,7,0.3,0.45,3.9
1995,12,8,0.3,0.45,3.9
1995,12,9,0.3,0.45,3.9
1995,12,10,0.507,0.434,3.23
1995,12,11,1.18,0.384,1.04
1995,12,12,1.23,0.38,0.87
1995,12,13,1.23,0.38,0.87
1995,12,14,1.23,0.38,0.87
1995,12,15,1.23,0.38,0.87
1995,12,16,1.23,0.38,0.87
1995,12,17,1.23,0.38,0.87
1995,12,18,1.23,0.38,0.87
1995,12,19,1.23,0.38,0.87
1995,12,20,1.27,0.389,1.37
1995,12,21,1.4,0.418,3
1995,12,22,1.41,0.42,3.12
1995,12,23,1.41,0.42,3.12
1995,12,24,1.41,0.42,3.12
1995,12,25,1.41,0.42,3.12
1995,12,26,1.41,0.42,3.12
1995,12,27,1.41,0.42,3.12
